image_name,label
5796,22
5797,6
5798,7
5799,6
5800,6
5801,33
5802,34
5803,3
5804,16
5805,14
5806,13
5807,22
5808,16
5809,32
5810,13
5811,6
5812,12
5813,12
5814,13
5815,3
5816,7
5817,2
5818,12
5819,32
5820,32
5821,8
5822,4
5823,32
5824,32
5825,23
5826,15
5827,12
5828,34
5829,7
5830,16
5831,23
5832,15
5833,22
5834,25
5835,23
5836,23
5837,6
5838,14
5839,14
5840,11
5841,13
5842,2
5843,4
5844,32
5845,25
5846,8
5847,5
5848,12
5849,25
5850,11
5851,7
5852,23
5853,23
5854,34
5855,14
5856,25
5857,6
5858,13
5859,11
5860,6
5861,23
5862,32
5863,23
5864,15
5865,8
5866,15
5867,8
5868,7
5869,32
5870,7
5871,4
5872,23
5873,16
5874,11
5875,4
5876,22
5877,25
5878,12
5879,34
5880,11
5881,22
5882,12
5883,32
5884,8
5885,25
5886,8
5887,4
5888,12
5889,22
5890,12
5891,33
5892,2
5893,15
5894,12
5895,6
5896,11
5897,23
5898,3
5899,34
5900,16
5901,23
5902,23
5903,12
5904,6
5905,15
5906,5
5907,23
5908,8
5909,8
5910,13
5911,7
5912,23
5913,23
5914,34
5915,23
5916,2
5917,11
5918,23
5919,25
5920,25
5921,3
5922,14
5923,15
5924,12
5925,25
5926,12
5927,8
5928,2
5929,3
5930,13
5931,11
5932,3
5933,32
5934,11
5935,12
5936,3
5937,12
5938,33
5939,4
5940,4
5941,22
5942,7
5943,25
5944,13
5945,8
5946,25
5947,4
5948,23
5949,2
5950,34
5951,7
5952,5
5953,23
5954,33
5955,22
5956,16
5957,22
5958,23
5959,12
5960,6
5961,33
5962,23
5963,23
5964,3
5965,34
5966,23
5967,3
5968,16
5969,22
5970,6
5971,14
5972,32
5973,34
5974,4
5975,4
5976,14
5977,8
5978,22
5979,34
5980,14
5981,22
5982,23
5983,5
5984,15
5985,25
5986,23
5987,23
5988,11
5989,12
5990,3
5991,11
5992,16
5993,33
5994,33
5995,3
5996,3
5997,3
5998,12
5999,34
6000,2
6001,4
6002,32
6003,7
6004,32
6005,33
6006,34
6007,6
6008,5
6009,2
6010,33
6011,13
6012,16
6013,8
6014,33
6015,8
6016,3
6017,16
6018,4
6019,7
6020,25
6021,23
6022,16
6023,22
6024,5
6025,3
6026,8
6027,7
6028,4
6029,12
6030,23
6031,2
6032,2
6033,32
6034,15
6035,22
6036,4
6037,2
6038,16
6039,22
6040,14
6041,32
6042,7
6043,22
6044,4
6045,4
6046,15
6047,5
6048,25
6049,14
6050,6
6051,16
6052,11
6053,33
6054,13
6055,11
6056,11
6057,23
6058,13
6059,13
6060,25
6061,11
6062,23
6063,4
6064,23
6065,13
6066,6
6067,16
6068,15
6069,15
6070,2
6071,34
6072,3
6073,25
6074,16
6075,11
6076,8
6077,25
6078,2
6079,23
6080,25
6081,14
6082,6
6083,7
6084,34
6085,3
6086,11
6087,16
6088,5
6089,6
6090,2
6091,14
6092,13
6093,12
6094,34
6095,5
6096,6
6097,15
6098,12
6099,23
6100,32
6101,2
6102,33
6103,33
6104,32
6105,33
6106,14
6107,33
6108,15
6109,3
6110,33
6111,15
6112,15
6113,8
6114,23
6115,3
6116,22
6117,2
6118,25
6119,33
6120,12
6121,23
6122,15
6123,5
6124,2
6125,14
6126,16
6127,5
6128,15
6129,5
6130,14
6131,34
6132,6
6133,15
6134,4
6135,7
6136,11
6137,34
6138,33
6139,8
6140,25
6141,4
6142,5
6143,2
6144,8
6145,7
6146,22
6147,2
6148,8
6149,12
6150,3
6151,12
6152,4
6153,33
6154,15
6155,34
6156,7
6157,3
6158,11
6159,34
6160,15
6161,2
6162,12
6163,8
6164,32
6165,8
6166,8
6167,25
6168,15
6169,11
6170,23
6171,15
6172,5
6173,8
6174,16
6175,11
6176,23
6177,25
6178,5
6179,4
6180,23
6181,2
6182,3
6183,22
6184,15
6185,8
6186,3
6187,23
6188,23
6189,11
6190,34
6191,3
6192,12
6193,3
6194,33
6195,3
6196,12
6197,32
6198,23
6199,15
6200,34
6201,12
6202,13
6203,5
6204,34
6205,5
6206,15
6207,2
6208,7
6209,22
6210,23
6211,4
6212,14
6213,22
6214,15
6215,11
6216,13
6217,22
6218,16
6219,5
6220,11
6221,13
6222,15
6223,4
6224,16
6225,5
6226,32
6227,2
6228,23
6229,22
6230,6
6231,5
6232,5
6233,4
6234,2
6235,33
6236,23
6237,11
6238,5
6239,5
6240,34
6241,23
6242,4
6243,34
6244,5
6245,5
6246,23
6247,7
6248,32
6249,22
6250,7
6251,4
6252,23
6253,12
6254,12
6255,34
6256,23
6257,3
6258,16
6259,12
6260,12
6261,23
6262,6
6263,7
6264,15
6265,32
6266,22
6267,32
6268,7
6269,2
6270,12
6271,16
6272,16
6273,23
6274,33
6275,6
6276,6
6277,3
6278,3
6279,33
6280,23
6281,23
6282,8
6283,5
6284,22
6285,2
6286,6
6287,23
6288,13
6289,23
6290,16
6291,7
6292,11
6293,3
6294,15
6295,11
6296,14
6297,4
6298,33
6299,6
6300,6
6301,16
6302,23
6303,23
6304,25
6305,15
6306,23
6307,23
6308,33
6309,3
6310,22
6311,13
6312,5
6313,25
6314,23
6315,34
6316,4
6317,4
6318,34
6319,6
6320,3
6321,4
6322,16
6323,14
6324,14
6325,2
6326,8
6327,33
6328,12
6329,16
6330,6
6331,7
6332,12
6333,2
6334,33
6335,16
6336,34
6337,13
6338,25
6339,33
6340,12
6341,23
6342,33
6343,11
6344,33
6345,5
6346,22
6347,12
6348,34
6349,15
6350,33
6351,15
6352,23
6353,2
6354,25
6355,12
6356,23
6357,12
6358,23
6359,16
6360,3
6361,22
6362,33
6363,8
6364,32
6365,4
6366,8
6367,25
6368,23
6369,34
6370,7
6371,32
6372,34
6373,14
6374,7
6375,32
6376,12
6377,23
6378,8
6379,33
6380,15
6381,2
6382,16
6383,7
6384,13
6385,12
6386,4
6387,8
6388,3
6389,3
6390,8
6391,32
6392,3
6393,4
6394,34
6395,23
6396,34
6397,11
6398,6
6399,3
6400,2
6401,6
6402,4
6403,2
6404,23
6405,23
6406,23
6407,23
6408,7
6409,25
6410,5
6411,6
6412,25
6413,33
6414,13
6415,7
6416,22
6417,23
6418,32
6419,33
6420,12
6421,12
6422,15
6423,12
6424,6
6425,6
6426,15
6427,2
6428,4
6429,23
6430,3
6431,11
6432,23
6433,8
6434,7
6435,3
6436,32
6437,15
6438,22
6439,11
6440,8
6441,4
6442,4
6443,8
6444,23
6445,6
6446,12
6447,3
6448,16
6449,13
6450,34
6451,4
6452,25
6453,13
6454,22
6455,4
6456,23
6457,13
6458,11
6459,33
6460,12
6461,15
6462,3
6463,14
6464,23
6465,7
6466,13
6467,16
6468,23
6469,25
6470,33
6471,32
6472,11
6473,22
6474,23
6475,12
6476,23
6477,3
6478,25
6479,3
6480,12
6481,15
6482,12
6483,14
6484,11
6485,6
6486,34
6487,12
6488,13
6489,6
6490,16
6491,4
6492,14
6493,25
6494,25
6495,16
6496,33
6497,12
6498,32
6499,12
6500,7
6501,15
6502,32
6503,16
6504,13
6505,5
6506,25
6507,33
6508,13
6509,14
6510,4
6511,11
6512,23
6513,25
6514,14
6515,32
6516,23
6517,2
6518,23
6519,32
6520,16
6521,2
6522,5
6523,34
6524,32
6525,15
6526,25
6527,25
6528,7
6529,4
6530,14
6531,33
6532,15
6533,16
6534,34
6535,23
6536,34
6537,3
6538,25
6539,25
6540,34
6541,15
6542,34
6543,15
6544,14
6545,2
6546,23
6547,14
6548,2
6549,14
6550,25
6551,25
6552,14
6553,15
6554,34
6555,32
6556,8
6557,12
6558,15
6559,7
6560,13
6561,23
6562,23
6563,14
6564,22
6565,23
6566,12
6567,23
6568,5
6569,33
6570,8
6571,11
6572,4
6573,3
6574,25
6575,4
6576,8
6577,4
6578,34
6579,4
6580,14
6581,5
6582,34
6583,2
6584,32
6585,11
6586,22
6587,8
6588,11
6589,2
6590,23
6591,23
6592,14
6593,3
6594,11
6595,3
6596,16
6597,25
6598,5
6599,32
6600,16
6601,13
6602,13
6603,13
6604,2
6605,3
6606,33
6607,5
6608,14
6609,15
6610,3
6611,5
6612,3
6613,11
6614,6
6615,13
6616,13
6617,12
6618,5
6619,11
6620,11
6621,5
6622,13
6623,16
6624,33
6625,23
6626,2
6627,16
6628,15
6629,4
6630,13
6631,25
6632,14
6633,7
6634,16
6635,11
6636,8
6637,14
6638,33
6639,15
6640,13
6641,23
6642,13
6643,3
6644,4
6645,16
6646,6
6647,14
6648,15
6649,22
6650,16
6651,4
6652,8
6653,12
6654,12
6655,15
6656,23
6657,11
6658,32
6659,8
6660,33
6661,7
6662,8
6663,23
6664,25
6665,12
6666,23
6667,23
6668,5
6669,32
6670,33
6671,11
6672,2
6673,16
6674,8
6675,5
6676,22
6677,15
6678,13
6679,16
6680,6
6681,4
6682,2
6683,22
6684,11
6685,5
6686,23
6687,2
6688,14
6689,15
6690,23
6691,11
6692,23
6693,14
6694,32
6695,33
6696,25
6697,33
6698,14
6699,13
6700,11
6701,23
6702,23
6703,25
6704,12
6705,2
6706,22
6707,33
6708,4
6709,15
6710,14
6711,3
6712,33
6713,34
6714,2
6715,14
6716,13
6717,33
6718,8
6719,23
6720,6
6721,7
6722,4
6723,23
6724,14
6725,12
6726,22
6727,32
6728,8
6729,5
6730,4
6731,14
6732,11
6733,15
6734,6
6735,13
6736,16
6737,4
6738,7
6739,12
6740,23
6741,16
6742,12
6743,6
6744,8
6745,7
6746,33
6747,13
6748,11
6749,7
6750,34
6751,32
6752,13
6753,11
6754,16
6755,16
6756,2
6757,22
6758,4
6759,16
6760,7
6761,4
6762,23
6763,23
6764,6
6765,22
6766,13
6767,3
6768,7
6769,34
6770,15
6771,2
6772,8
6773,14
6774,4
6775,14
6776,32
6777,22
6778,3
6779,23
6780,16
6781,15
6782,14
6783,12
6784,22
6785,15
6786,16
6787,8
6788,4
6789,3
6790,33
6791,33
6792,25
6793,32
6794,5
6795,13
6796,4
6797,12
6798,23
6799,23
6800,14
6801,5
6802,5
6803,23
6804,23
6805,33
6806,12
6807,32
6808,6
6809,3
6810,33
6811,23
6812,23
6813,15
6814,13
6815,23
6816,3
6817,14
6818,12
6819,2
6820,22
6821,23
6822,4
6823,34
6824,23
6825,6
6826,22
6827,5
6828,12
6829,25
6830,25
6831,32
6832,16
6833,12
6834,3
6835,2
6836,11
6837,5
6838,33
6839,2
6840,22
6841,6
6842,11
6843,11
6844,25
6845,23
6846,13
6847,14
6848,25
6849,7
6850,7
6851,13
6852,32
6853,23
6854,25
6855,2
6856,2
6857,22
6858,32
6859,32
6860,34
6861,22
6862,5
6863,22
6864,2
6865,11
6866,34
6867,4
6868,5
6869,34
6870,22
6871,23
6872,3
6873,2
6874,5
6875,11
6876,15
6877,7
6878,3
6879,32
6880,6
6881,2
6882,33
6883,32
6884,11
6885,4
6886,2
6887,15
6888,23
6889,23
6890,12
6891,11
6892,7
6893,34
6894,12
6895,22
6896,33
6897,15
6898,3
6899,4
6900,12
6901,32
6902,14
6903,8
6904,2
6905,6
6906,23
6907,3
6908,5
6909,8
6910,23
6911,2
6912,3
6913,7
6914,23
6915,33
6916,8
6917,23
6918,8
6919,13
6920,25
6921,4
6922,12
6923,34
6924,3
6925,15
6926,23
6927,23
6928,5
6929,16
6930,23
6931,2
6932,4
6933,25
6934,14
6935,5
6936,2
6937,23
6938,23
6939,32
6940,32
6941,12
6942,11
6943,12
6944,11
6945,32
6946,23
6947,3
6948,14
6949,2
6950,33
6951,11
6952,6
6953,25
6954,5
6955,5
6956,6
6957,15
6958,14
6959,14
6960,23
6961,8
6962,11
6963,15
6964,6
6965,5
6966,3
6967,15
6968,14
6969,33
6970,25
6971,16
6972,23
6973,14
6974,6
6975,32
6976,34
6977,11
6978,32
6979,25
6980,34
6981,23
6982,11
6983,15
6984,2
6985,12
6986,4
6987,23
6988,33
6989,8
6990,8
6991,4
6992,4
6993,7
6994,25
6995,4
6996,7
6997,16
6998,5
6999,34
7000,14
7001,8
7002,4
7003,22
7004,16
7005,7
7006,22
7007,12
7008,12
7009,3
7010,16
7011,23
7012,32
7013,34
7014,11
7015,15
7016,11
7017,14
7018,14
7019,23
7020,3
7021,23
7022,3
7023,23
7024,34
7025,8
7026,4
7027,14
7028,11
7029,6
7030,12
7031,4
7032,2
7033,7
7034,25
7035,23
7036,23
7037,6
7038,23
7039,22
7040,23
7041,4
7042,16
7043,22
7044,5
7045,33
7046,3
7047,5
7048,15
7049,11
7050,32
7051,7
7052,33
7053,5
7054,16
7055,8
7056,11
7057,25
7058,13
7059,8
7060,8
7061,16
7062,11
7063,5
7064,23
7065,12
7066,6
7067,34
7068,2
7069,14
7070,5
7071,15
7072,16
7073,15
7074,8
7075,22
7076,16
7077,3
7078,2
7079,7
7080,15
7081,7
7082,4
7083,6
7084,16
7085,34
7086,16
7087,32
7088,8
7089,4
7090,32
7091,5
7092,22
7093,3
7094,8
7095,16
7096,22
7097,2
7098,5
7099,5
7100,16
7101,15
7102,12
7103,4
7104,23
7105,15
7106,13
7107,2
7108,14
7109,25
7110,15
7111,23
7112,32
7113,15
7114,7
7115,13
7116,3
7117,7
7118,32
7119,14
7120,13
7121,16
7122,8
7123,11
7124,6
7125,25
7126,11
7127,11
7128,3
7129,22
7130,23
7131,16
7132,16
7133,15
7134,23
7135,7
7136,15
7137,16
7138,34
7139,34
7140,3
7141,7
7142,6
7143,7
7144,2
7145,2
7146,6
7147,23
7148,22
7149,32
7150,3
7151,25
7152,6
7153,13
7154,5
7155,32
7156,15
7157,22
7158,14
7159,25
7160,23
7161,16
7162,8
7163,8
7164,22
7165,4
7166,23
7167,16
7168,15
7169,11
7170,14
7171,23
7172,4
7173,23
7174,5
7175,6
7176,3
7177,6
7178,3
7179,16
7180,14
7181,7
7182,34
7183,7
7184,13
7185,22
7186,14
7187,22
7188,32
7189,14
7190,11
7191,7
7192,13
7193,11
7194,25
7195,2
7196,12
7197,15
7198,12
7199,23
7200,11
7201,22
7202,2
7203,13
7204,34
7205,4
7206,4
7207,6
7208,22
7209,7
7210,32
7211,7
7212,2
7213,14
7214,33
7215,14
7216,16
7217,7
7218,8
7219,14
7220,13
7221,6
7222,5
7223,6
7224,13
7225,6
7226,34
7227,15
7228,13
7229,14
7230,13
7231,4
7232,23
7233,11
7234,14
7235,8
7236,14
7237,16
7238,16
7239,12
7240,12
7241,7
7242,6
7243,4
7244,23
7245,23
7246,6
7247,25
7248,16
7249,33
7250,25
7251,3
7252,4
7253,15
7254,5
7255,25
7256,11
7257,8
7258,16
7259,34
7260,22
7261,11
7262,14
7263,6
7264,4
7265,8
7266,33
7267,23
7268,23
7269,16
7270,4
7271,16
7272,6
7273,8
7274,23
7275,16
7276,33
7277,22
7278,23
7279,34
7280,23
7281,2
7282,22
7283,8
7284,23
7285,12
7286,16
7287,23
7288,33
7289,4
7290,5
7291,5
7292,23
7293,34
7294,33
7295,14
7296,12
7297,6
7298,3
7299,25
7300,23
7301,14
7302,23
7303,25
7304,14
7305,23
7306,6
7307,25
7308,4
7309,3
7310,4
7311,22
7312,7
7313,34
7314,8
7315,14
7316,2
7317,6
7318,15
7319,7
7320,13
7321,15
7322,33
7323,33
7324,25
7325,6
7326,12
7327,6
7328,33
7329,6
7330,14
7331,23
7332,23
7333,2
7334,2
7335,6
7336,16
7337,13
7338,32
7339,25
7340,14
7341,3
7342,16
7343,3
7344,5
7345,6
7346,13
7347,5
7348,3
7349,34
7350,7
7351,14
7352,5
7353,12
7354,7
7355,8
7356,25
7357,16
7358,15
7359,6
7360,33
7361,12
7362,16
7363,8
7364,11
7365,33
7366,25
7367,15
7368,12
7369,32
7370,16
7371,33
7372,7
7373,2
7374,32
7375,5
7376,4
7377,14
7378,11
7379,2
7380,6
7381,12
7382,15
7383,13
7384,13
7385,8
7386,25
7387,11
7388,33
7389,6
7390,32
7391,32
7392,5
7393,15
7394,32
7395,33
7396,22
7397,6
7398,3
7399,16
7400,2
7401,11
7402,23
7403,12
7404,23
7405,13
7406,32
7407,8
7408,22
7409,15
7410,13
7411,6
7412,12
7413,4
7414,23
7415,22
7416,11
7417,8
7418,11
7419,5
7420,34
7421,32
7422,6
7423,15
7424,5
7425,25
7426,25
7427,5
7428,32
7429,22
7430,5
7431,14
7432,13
7433,5
7434,14
7435,15
7436,34
7437,34
7438,22
7439,13
7440,3
7441,5
7442,33
7443,22
7444,15
7445,16
7446,14
7447,33
7448,16
7449,2
7450,16
7451,13
7452,33
7453,23
7454,15
7455,2
7456,3
7457,5
7458,23
7459,23
7460,34
7461,23
7462,6
7463,23
7464,33
7465,23
7466,6
7467,22
7468,15
7469,7
7470,14
7471,6
7472,34
7473,3
7474,15
7475,5
7476,2
7477,4
7478,32
7479,12
7480,5
7481,7
7482,7
7483,13
7484,22
7485,15
7486,6
7487,6
7488,34
7489,11
7490,8
7491,7
7492,23
7493,23
7494,4
7495,7
7496,13
7497,11
7498,23
7499,34
7500,15
7501,12
7502,22
7503,14
7504,12
7505,8
7506,2
7507,5
7508,23
7509,11
7510,23
7511,15
7512,13
7513,5
7514,4
7515,13
7516,5
7517,23
7518,16
7519,7
7520,13
7521,16
7522,23
7523,13
7524,25
7525,2
7526,13
7527,5
7528,22
7529,16
7530,3
7531,16
7532,11
7533,15
7534,5
7535,32
7536,3
7537,4
7538,14
7539,4
7540,16
7541,5
7542,4
7543,14
7544,34
7545,25
7546,8
7547,5
7548,23
7549,5
7550,33
7551,23
7552,22
7553,7
7554,5
7555,12
7556,16
7557,5
7558,4
7559,12
7560,8
7561,22
7562,22
7563,34
7564,4
7565,4
7566,6
7567,23
7568,7
7569,15
7570,7
7571,12
7572,8
7573,14
7574,5
7575,3
7576,32
7577,16
7578,3
7579,15
7580,13
7581,15
7582,11
7583,4
7584,3
7585,11
7586,7
7587,23
7588,5
7589,5
7590,4
7591,15
7592,2
7593,16
7594,34
7595,13
7596,5
7597,11
7598,4
7599,16
7600,5
7601,33
7602,5
7603,23
7604,5
7605,32
7606,6
7607,4
7608,22
7609,12
7610,23
7611,12
7612,32
7613,5
7614,32
7615,14
7616,32
7617,16
7618,2
7619,11
7620,23
7621,23
7622,14
7623,16
7624,25
7625,14
7626,15
7627,5
7628,13
7629,13
7630,23
7631,14
7632,33
7633,7
7634,5
7635,23
7636,22
7637,33
7638,33
7639,7
7640,25
7641,5
7642,11
7643,4
7644,14
7645,2
7646,22
7647,15
7648,22
7649,23
7650,7
7651,16
7652,13
7653,12
7654,22
7655,25
7656,12
7657,32
7658,12
7659,22
7660,11
7661,23
7662,33
7663,33
7664,34
7665,11
7666,15
7667,8
7668,5
7669,33
7670,14
7671,2
7672,2
7673,6
7674,13
7675,7
7676,33
7677,8
7678,2
7679,34
7680,15
7681,12
7682,6
7683,3
7684,3
7685,4
7686,34
7687,3
7688,8
7689,34
7690,12
7691,16
7692,8
7693,16
7694,15
7695,6
7696,5
7697,3
7698,22
7699,25
7700,25
7701,16
7702,4
7703,6
7704,3
7705,13
7706,5
7707,3
7708,5
7709,7
7710,8
7711,3
7712,23
7713,33
7714,23
7715,6
7716,3
7717,22
7718,2
7719,8
7720,5
7721,32
7722,23
7723,13
7724,32
7725,23
7726,6
7727,13
7728,23
7729,3
7730,6
7731,5
7732,33
7733,8
7734,32
7735,2
7736,34
7737,23
7738,34
7739,4
7740,8
7741,16
7742,23
7743,23
7744,14
7745,2
7746,14
7747,4
7748,4
7749,15
7750,5
7751,34
7752,16
7753,5
7754,23
7755,16
7756,32
7757,34
7758,23
7759,11
7760,23
7761,16
7762,5
7763,8
7764,3
7765,8
7766,33
7767,22
7768,11
7769,7
7770,5
7771,23
7772,34
7773,7
7774,11
7775,23
7776,23
7777,14
7778,4
7779,16
7780,7
7781,8
7782,7
7783,4
7784,33
7785,23
7786,14
7787,25
7788,3
7789,8
7790,16
7791,7
7792,22
7793,15
7794,25
7795,32
7796,8
7797,14
7798,5
7799,6
7800,13
7801,15
7802,6
7803,23
7804,15
7805,3
7806,12
7807,8
7808,7
7809,11
7810,7
7811,13
7812,34
7813,13
7814,16
7815,3
7816,22
7817,14
7818,6
7819,2
7820,25
7821,11
7822,16
7823,11
7824,5
7825,5
7826,16
7827,11
7828,23
7829,7
7830,25
7831,2
7832,12
7833,3
7834,34
7835,6
7836,23
7837,23
7838,22
7839,25
7840,23
7841,32
7842,12
7843,8
7844,7
7845,32
7846,23
7847,33
7848,4
7849,5
7850,16
7851,7
7852,23
7853,23
7854,32
7855,5
7856,12
7857,33
7858,23
7859,33
7860,33
7861,23
7862,22
7863,13
7864,32
7865,12
7866,23
7867,2
7868,23
7869,13
7870,33
7871,25
7872,4
7873,32
7874,14
7875,34
7876,4
7877,14
7878,33
7879,25
7880,15
7881,22
7882,3
7883,14
7884,34
7885,13
7886,22
7887,25
7888,15
7889,2
7890,25
7891,22
7892,32
7893,16
7894,23
7895,23
7896,11
7897,15
7898,2
7899,13
7900,13
7901,32
7902,6
7903,22
7904,16
7905,13
7906,2
7907,5
7908,7
7909,13
7910,2
7911,25
7912,8
7913,34
7914,16
7915,12
7916,34
7917,15
7918,2
7919,23
7920,16
7921,15
7922,25
7923,13
7924,7
7925,13
7926,11
7927,32
7928,23
7929,5
7930,13
7931,3
7932,33
7933,6
7934,25
7935,5
7936,23
7937,23
7938,13
7939,12
7940,4
7941,13
7942,6
7943,11
7944,14
7945,32
7946,23
7947,23
7948,12
7949,23
7950,23
7951,3
7952,5
7953,23
7954,23
7955,11
7956,32
7957,34
7958,12
7959,23
7960,11
7961,7
7962,34
7963,6
7964,12
7965,6
7966,4
7967,13
7968,15
7969,34
7970,32
7971,5
7972,12
7973,13
7974,5
7975,11
7976,22
7977,2
7978,2
7979,12
7980,7
7981,2
7982,12
7983,32
7984,33
7985,4
7986,3
7987,14
7988,8
7989,5
7990,12
7991,16
7992,12
7993,11
7994,16
7995,3
7996,8
7997,7
7998,15
7999,13
8000,15
8001,4
8002,6
8003,11
8004,11
8005,8
8006,34
8007,3
8008,33
8009,3
8010,25
8011,2
8012,8
8013,32
8014,5
8015,25
8016,15
8017,5
8018,33
8019,16
8020,32
8021,5
8022,32
8023,23
8024,32
8025,23
8026,22
8027,25
8028,4
8029,12
8030,23
8031,23
8032,12
8033,11
8034,22
8035,16
8036,22
8037,13
8038,11
8039,7
8040,25
8041,2
8042,33
8043,3
8044,6
8045,13
8046,25
8047,23
8048,15
8049,25
8050,23
8051,2
8052,11
8053,14
8054,7
8055,5
8056,12
8057,23
8058,33
8059,2
8060,6
8061,4
8062,13
8063,23
8064,5
8065,23
8066,23
8067,22
8068,4
8069,12
8070,8
8071,34
8072,5
8073,11
8074,6
8075,34
8076,4
8077,23
8078,4
8079,4
8080,6
8081,6
8082,23
8083,23
8084,7
8085,11
8086,11
8087,13
8088,23
8089,16
8090,12
8091,8
8092,32
8093,7
8094,32
8095,2
8096,15
8097,11
8098,15
8099,6
8100,22
8101,8
8102,6
8103,14
8104,14
8105,4
8106,14
8107,32
8108,2
8109,8
8110,16
8111,11
8112,16
8113,16
8114,14
8115,33
8116,2
8117,2
8118,23
8119,23
8120,23
8121,4
8122,8
8123,25
8124,2
8125,3
8126,25
8127,7
8128,23
8129,34
8130,14
8131,11
8132,3
8133,3
8134,5
8135,32
8136,22
8137,33
8138,23
8139,3
8140,16
8141,23
8142,15
8143,7
8144,16
8145,13
8146,2
8147,14
8148,25
8149,14
8150,34
8151,15
8152,8
8153,2
8154,7
8155,12
8156,23
8157,25
8158,6
8159,33
8160,8
8161,23
8162,32
8163,34
8164,6
8165,2
8166,6
8167,14
8168,3
8169,25
8170,5
8171,23
8172,22
8173,2
8174,8
8175,8
8176,12
8177,2
8178,14
8179,22
8180,22
8181,22
8182,6
8183,14
8184,13
8185,33
8186,11
8187,32
8188,34
8189,23
8190,11
8191,6
8192,22
8193,34
8194,5
8195,22
8196,22
8197,34
8198,32
8199,5
8200,25
8201,23
8202,11
8203,4
8204,22
8205,15
8206,15
8207,15
8208,13
8209,2
8210,25
8211,8
8212,4
8213,12
8214,33
8215,12
8216,33
8217,22
8218,13
8219,4
8220,33
8221,2
8222,11
8223,22
8224,22
8225,7
8226,4
8227,2
8228,32
8229,14
8230,8
8231,11
8232,5
8233,11
8234,6
8235,23
8236,2
8237,23
8238,34
8239,23
8240,22
8241,22
8242,2
8243,32
8244,6
8245,13
8246,12
8247,4
8248,6
8249,25
8250,4
8251,8
8252,14
8253,4
8254,4
8255,13
8256,11
8257,4
8258,8
8259,22
8260,33
8261,32
8262,14
8263,14
8264,15
8265,6
8266,7
8267,23
8268,15
8269,12
8270,8
8271,4
8272,2
8273,15
8274,15
8275,15
8276,34
8277,23
8278,5
8279,16
8280,13
8281,15
8282,4
8283,3
8284,12
8285,33
8286,8
8287,8
8288,13
8289,3
8290,13
8291,16
8292,6
8293,13
8294,11
8295,13
8296,5
8297,34
8298,11
8299,4
8300,22
8301,5
8302,11
8303,32
8304,23
8305,13
8306,11
8307,6
8308,33
8309,23
8310,5
8311,13
8312,8
8313,11
8314,2
8315,4
8316,25
8317,13
8318,11
8319,4
8320,8
8321,25
8322,11
8323,32
8324,15
8325,6
8326,5
8327,7
8328,25
8329,23
8330,12
8331,34
8332,7
8333,12
8334,11
8335,8
8336,33
8337,11
8338,15
8339,25
8340,32
8341,3
8342,33
8343,8
8344,4
8345,4
8346,15
8347,2
8348,5
8349,25
8350,15
8351,23
8352,25
8353,23
8354,6
8355,14
8356,32
8357,16
8358,22
8359,15
8360,6
8361,32
8362,5
8363,16
8364,33
8365,4
8366,33
8367,12
8368,14
8369,2
8370,15
8371,22
8372,33
8373,7
8374,12
8375,34
8376,4
8377,3
8378,13
8379,5
8380,23
8381,8
8382,2
8383,13
8384,16
8385,2
8386,13
8387,32
8388,22
8389,23
8390,23
8391,3
8392,33
8393,11
8394,5
8395,3
8396,3
8397,22
8398,5
8399,8
8400,8
8401,33
8402,23
8403,6
8404,22
8405,4
8406,33
8407,14
8408,12
8409,3
8410,22
8411,14
8412,15
8413,14
8414,23
8415,3
8416,3
8417,6
8418,15
8419,23
8420,33
8421,33
8422,25
8423,16
8424,25
8425,25
8426,4
8427,23
8428,33
8429,6
8430,3
8431,11
8432,7
8433,13
8434,4
8435,5
8436,23
8437,6
8438,12
8439,25
8440,2
8441,13
8442,33
8443,7
8444,6
8445,16
8446,34
8447,4
8448,7
8449,3
8450,23
8451,3
8452,4
8453,34
8454,5
8455,13
8456,12
8457,15
8458,25
8459,8
8460,23
8461,5
8462,32
8463,32
8464,16
8465,23
8466,5
8467,23
8468,22
8469,7
8470,11
8471,12
8472,23
8473,4
8474,16
8475,34
8476,34
8477,33
8478,8
8479,22
8480,7
8481,2
8482,8
8483,12
8484,8
8485,15
8486,7
8487,12
8488,2
8489,14
8490,23
8491,5
8492,12
8493,13
8494,6
8495,34
8496,25
8497,23
8498,8
8499,16
8500,11
8501,4
8502,23
8503,5
8504,2
8505,8
8506,2
8507,14
8508,16
8509,16
8510,6
8511,33
8512,11
8513,16
8514,3
8515,2
8516,6
8517,32
8518,3
8519,14
8520,23
8521,2
8522,4
8523,32
8524,16
8525,6
8526,33
8527,32
8528,34
8529,4
8530,16
8531,11
8532,5
8533,32
8534,5
8535,23
8536,12
8537,32
8538,12
8539,22
8540,34
8541,23
8542,12
8543,4
8544,33
8545,23
8546,2
8547,34
8548,16
8549,14
8550,16
8551,5
8552,7
8553,4
8554,4
8555,7
8556,3
8557,2
8558,6
8559,15
8560,4
8561,15
8562,7
8563,16
8564,13
8565,15
8566,5
8567,34
8568,33
8569,2
8570,22
8571,32
8572,23
8573,22
8574,6
8575,16
8576,34
8577,8
8578,25
8579,6
8580,8
8581,33
8582,12
8583,16
8584,2
8585,33
8586,8
8587,32
8588,12
8589,32
8590,14
8591,34
8592,33
8593,13
